passenger_count,year,Month,Day,Hour,dist,fare_amount
1,2014,6,5,13,1.004194977820473,24.844
1,2014,6,5,13,0.5568540898188314,13.65
1,2014,6,5,13,5.520306566547468,24.844
1,2014,6,5,13,1.2319873656236555,24.844
1,2014,6,5,13,0.634579175051093,14.85
1,2014,6,5,13,2.9054081179963602,24.844
1,2014,6,5,13,1.3704486961013231,24.844
1,2014,6,5,13,2.474959807275811,24.844
1,2014,6,5,13,2.9243492944405305,24.844
1,2014,6,5,13,16.052690631973913,24.844
1,2014,6,5,13,0.3153028286309765,13.2
1,2014,6,5,13,0.4528892989139847,13.7
1,2014,6,5,13,0.7829482741888263,16.5
1,2014,6,5,13,1.103128417069336,24.844
1,2014,6,5,13,1.0770496403095409,24.844
1,2014,6,5,13,1.5284241116434187,24.844
1,2014,6,5,13,2.4700245866638877,24.844
1,2014,6,5,13,6.004135573115431,24.844
1,2014,6,5,13,1.2632054337025687,24.844
1,2014,6,5,13,0.45855499586540227,12.9
1,2014,6,5,13,1.4000275509718418,24.844
1,2014,6,5,13,5.149300603995579,24.844
1,2014,6,5,13,2.5320700809070282,24.844
1,2014,6,5,13,2.646920795023726,24.844
1,2014,6,5,13,2.008350459944518,24.844
1,2014,6,5,13,1.2307376030602843,24.844
1,2014,6,5,13,1.2107013469274495,24.844
1,2014,6,5,13,4.166982883447301,24.844
1,2014,6,5,13,4.3187475958057835,24.844
1,2014,6,5,13,2.9780640983164157,24.844
1,2014,6,5,13,3.9345299055167877,24.844
1,2014,6,5,13,1.3935487543998435,24.844
1,2014,6,5,13,2.642338095783001,24.844
1,2014,6,5,13,2.801500673217125,24.844
1,2014,6,5,13,1.2351679383384597,24.844
1,2014,6,5,13,20.801451212589626,24.844
1,2014,6,5,13,1.2503125053749558,24.844
1,2014,6,5,13,0.025129844240624914,4.39
1,2014,6,5,13,0.5787754769859431,17.2
1,2014,6,5,13,3.0714096747411355,24.844
1,2014,6,5,13,2.466984154474065,24.844
1,2014,6,5,13,3.0709564817629285,24.844
1,2014,6,5,13,9.556859031724022,24.844
1,2014,6,5,13,10.971017217528853,24.844
1,2014,6,5,13,6.235373500924419,24.844
1,2014,6,5,13,2.7925111251526267,24.844
1,2014,6,5,13,2.3765721925035503,24.844
1,2014,6,5,13,1.157551217350807,24.844
1,2014,6,5,13,1.7582907709299727,24.844
1,2014,6,5,13,8.313878985802376,24.844
1,2014,6,5,13,2.9048769487722716,24.844
1,2014,6,5,13,1.4188159945956968,24.844
1,2014,6,5,13,2.6331911756490674,24.844
1,2014,6,5,13,2.624864662006964,24.844
1,2014,6,5,13,0.0,43.813
1,2014,6,5,13,2.0570161921583616,24.844
1,2014,6,5,13,0.9969425516789265,26.023999999999994
1,2014,6,5,13,1.3605863798842874,24.844
1,2014,6,5,13,0.610908963069189,15.9
1,2014,6,5,13,1.5896421069080504,24.844
1,2014,6,5,13,3.1391447408546966,24.844
1,2014,6,5,13,1.683040143626436,24.844
1,2014,6,5,13,5.715223262109826,24.844
1,2014,6,5,13,0.9593563480903846,20.6
1,2014,6,5,13,0.3282466644821004,11.55
1,2014,6,5,13,1.5026781968275171,24.844
1,2014,6,5,13,1.2894481040244412,24.844
1,2014,6,5,13,1.3760683535951188,24.844
1,2014,6,5,13,0.5849741024256402,15.9
1,2014,6,5,13,3.3757859927096554,24.844
1,2014,6,5,13,0.9459914710729865,19.75
1,2014,6,5,13,7.175662384560115,24.844
1,2014,6,5,13,1.9125691596624095,24.844
1,2014,6,5,13,0.6146599335101129,17.2
1,2014,6,5,13,2.2201876344922518,24.844
1,2014,6,5,13,1.9922486142919789,24.844
1,2014,6,5,13,0.8301705839818807,21.65
1,2014,6,5,13,1.1368334805739126,24.844
1,2014,6,5,13,2.3316081085899327,24.844
1,2014,6,5,13,2.691109497856336,24.844
1,2014,6,5,13,2.3251976547317903,24.844
1,2014,6,5,13,2.0443792764741735,24.844
1,2014,6,5,13,0.9781185701266846,24.119999999999997
1,2014,6,5,13,2.9503285846218477,24.844
1,2014,6,5,13,2.243093466216962,24.844
1,2011,12,0,9,1.2024540140828668,20.237
1,2011,12,0,9,0.7488528416684571,16.43
1,2011,12,0,9,3.9834241190527444,20.237
1,2011,12,0,9,1.9503931365187293,20.237
1,2011,12,0,9,1.9541575973868412,20.237
1,2013,6,3,0,7.914353337261424,19.643
1,2013,6,3,0,3.4020566242013555,19.643
1,2009,2,4,13,2.489097493110115,20.189
1,2009,2,4,13,4.4939023752711,20.189
1,2009,2,4,13,1.4153694125597083,20.189
1,2010,8,6,21,9.887421795666947,21.149
1,2010,8,6,21,6.4937304952794985,21.149
1,2010,8,6,21,0.656630175137717,14.219999999999999
1,2010,8,6,21,2.734329370854389,21.149
1,2012,8,0,8,0.2898967585311701,8.33
1,2012,8,0,8,6.034184894436421,21.24
1,2013,11,0,8,0.9649428795751139,22.865999999999996
1,2013,11,0,8,2.531922271433056,27.631999999999998
1,2013,11,0,8,2.3952518700159393,27.631999999999998
1,2011,6,4,20,2.463494573306258,20.791000000000004
1,2011,6,4,20,8.72139875430661,20.791000000000004
1,2011,3,0,20,1.5726480374842733,20.910999999999998
1,2011,3,0,20,0.2814312020734394,6.779999999999999
1,2011,3,0,20,2.6327175223697026,20.910999999999998
1,2011,8,6,20,1.4867725133001968,20.709
1,2011,8,6,20,1.969542901044489,20.709
1,2011,8,6,20,8.707827691341414,20.709
1,2011,8,6,20,2.0889427855234626,20.709
1,2015,2,5,15,6.058115617023102,25.682
1,2015,2,5,15,2.039011161225549,25.682
1,2015,2,5,15,5.311306793889054,25.682
1,2015,2,5,15,2.125486346975393,25.682
1,2013,1,1,11,2.471959624124076,24.964
1,2014,9,4,19,2.170564286362177,25.246
1,2013,11,5,18,1.761647286585912,27.449
1,2013,11,5,18,3.330714238765579,27.449
1,2013,4,3,16,20.21778191449729,25.419
1,2013,4,3,16,1.3732691568438826,25.419
1,2013,9,5,14,1.992826159282716,24.315999999999995
1,2013,9,5,14,2.0023559002637414,24.315999999999995
1,2013,9,5,14,0.9156364810591092,22.369999999999997
1,2011,5,5,13,1.2060956471707085,19.789000000000005
1,2011,5,5,13,1.2923384356946863,19.789000000000005
1,2011,5,5,13,2.7038647223407195,19.789000000000005
1,2011,11,4,16,1.3829637782095616,19.940000000000005
1,2011,11,4,16,3.8355415299820717,19.940000000000005
1,2015,1,5,20,0.9363231186465059,22.5
1,2010,11,0,23,2.0943196931562986,21.237000000000002
1,2010,11,0,23,3.0847270337975643,21.237000000000002
1,2010,11,0,23,3.373180231358313,21.237000000000002
1,2011,3,3,15,0.29938733013278335,7.5
1,2011,3,3,15,1.8321319639565155,20.331
1,2010,5,0,10,1.2372251724773198,21.374
1,2010,5,0,10,0.8637332052838096,17.3
1,2010,5,0,10,2.436085690197651,21.374
1,2010,5,0,10,2.8745030010949844,21.374
1,2012,6,5,16,1.8757043058648881,22.473000000000003
1,2012,8,2,22,6.955774342792358,23.070999999999998
1,2012,8,2,22,1.1641333520436286,23.070999999999998
1,2012,12,6,2,5.031379211543478,23.383
1,2012,6,5,15,4.048249740789781,21.623
1,2012,6,5,15,1.7128972013307455,21.623
1,2012,6,5,15,4.073157072842349,21.623
1,2012,6,5,15,1.4697256712953064,21.623
1,2011,10,6,23,5.209152960144506,19.823999999999998
1,2011,10,6,23,5.860750587415876,19.823999999999998
1,2011,10,6,23,5.5104625196141335,19.823999999999998
1,2011,10,6,23,0.44211486389328564,9.8
1,2011,10,6,23,4.4934674688173475,19.823999999999998
1,2011,10,6,23,0.47555133471155064,10.260000000000002
1,2011,10,6,23,4.777630343706945,19.823999999999998
1,2011,10,6,23,10.86122777856686,19.823999999999998
1,2011,10,6,23,3.575163856177265,19.823999999999998
1,2011,10,6,23,1.772990239194353,19.823999999999998
1,2011,10,6,23,1.801731641264188,19.823999999999998
1,2011,10,6,23,2.441495955956781,19.823999999999998
1,2011,10,6,23,1.2214546139597486,19.823999999999998
1,2011,10,6,23,1.6837366601560526,19.823999999999998
1,2011,10,6,23,1.1862976350430476,19.823999999999998
1,2011,10,6,23,2.985737901534632,19.823999999999998
1,2011,10,6,23,2.4585425611238243,19.823999999999998
1,2011,10,6,23,9.206204332953465,19.823999999999998
1,2011,10,6,23,3.758793263322315,19.823999999999998
1,2011,10,6,23,1.6092345814601579,19.823999999999998
1,2011,10,6,23,1.110852583147544,19.823999999999998
1,2011,10,6,23,3.168748540578173,19.823999999999998
1,2011,10,6,23,2.8101437484396006,19.823999999999998
1,2011,10,6,23,4.345553668448792,19.823999999999998
1,2011,10,6,23,3.7121445249517446,19.823999999999998
1,2011,10,6,23,1.9822167210280124,19.823999999999998
1,2011,10,6,23,1.1060613694158794,19.823999999999998
1,2011,10,6,23,1.6593500553855278,19.823999999999998
1,2011,10,6,23,2.752189666393706,19.823999999999998
1,2011,10,6,23,5.419224433729207,19.823999999999998
1,2011,10,6,23,3.5340160021346616,19.823999999999998
1,2011,10,6,23,9.857786901762008,19.823999999999998
1,2011,10,6,23,22.344419322484896,19.823999999999998
1,2011,10,6,23,2.51319415874459,19.823999999999998
1,2011,10,6,23,2.813556832098217,19.823999999999998
1,2011,10,6,23,8.789303092484525,19.823999999999998
1,2011,10,6,23,8.201700356827565,19.823999999999998
1,2011,10,6,23,3.1892004063892334,19.823999999999998
1,2011,10,6,23,7.072736694134815,19.823999999999998
1,2011,10,6,23,7.5443459268113315,19.823999999999998
1,2011,10,6,23,2.5244948522719683,19.823999999999998
1,2011,10,6,23,6.198044985809266,19.823999999999998
1,2011,10,6,23,3.208176733780992,19.823999999999998
1,2011,10,6,23,8.418713252351802,19.823999999999998
1,2011,10,6,23,3.0778866681128756,19.823999999999998
1,2011,10,6,23,4.837797053222376,19.823999999999998
1,2011,10,6,23,13.616323351460291,19.823999999999998
1,2011,10,6,23,5.100536602733616,19.823999999999998
1,2011,10,6,23,6.868540667412019,19.823999999999998
1,2011,10,6,23,2.045203169411924,19.823999999999998
1,2011,10,6,23,6.226381046933224,19.823999999999998
1,2011,10,6,23,8.50683587503247,19.823999999999998
1,2011,10,6,23,19.989625403893466,19.823999999999998
1,2011,10,6,23,2.93704261207893,19.823999999999998
1,2011,10,6,23,0.30287646855868783,8.1
1,2011,10,6,23,0.7204714942541187,13.580000000000002
1,2013,3,3,12,3.3116408721247126,25.264
1,2013,3,3,12,2.5038493130918718,25.264
1,2013,3,3,12,3.433699043125676,25.264
1,2013,3,3,12,1.3811797852856442,25.264
1,2013,3,3,12,1.4338041742770022,25.264
1,2013,6,4,3,6.013409444472665,19.580000000000002
1,2013,6,4,3,1.764701848808524,19.580000000000002
1,2010,9,6,22,0.0,47.626999999999995
1,2013,7,4,23,2.340355121179653,24.713
1,2009,12,3,2,8.321765550584514,22.844
1,2009,10,3,3,1.244870961832817,22.523999999999997
1,2011,9,6,22,8.809387631455957,21.631999999999998
1,2011,9,6,22,3.5569692499366754,21.631999999999998
1,2015,6,0,20,2.571324622713201,29.687
1,2014,7,2,8,2.7893283012072945,24.365999999999996
1,2014,7,2,8,3.859117216858762,24.365999999999996
1,2011,12,3,13,2.365433249310232,20.276999999999997
1,2011,12,3,13,0.9161008979754572,20.41
1,2011,10,1,22,6.05776301401095,21.240999999999996
1,2011,10,1,22,2.8925740853551893,21.240999999999996
1,2011,10,1,22,2.1493101363796945,21.240999999999996
1,2013,9,5,16,2.5195626189769857,25.548999999999996
1,2013,9,5,16,2.6969489602276497,25.548999999999996
1,2014,2,3,9,0.9620289390943367,21.04
1,2014,2,3,9,1.0643660644956658,25.898999999999994
1,2014,2,3,9,0.7644654720370648,21.65
1,2009,6,2,16,11.738340214622978,21.394
1,2009,6,2,16,0.7614927126197665,15.5
1,2009,6,2,16,2.1747608193520165,21.394
1,2009,6,2,16,19.694661449001654,21.394
1,2009,6,2,16,3.5511453738406993,21.394
1,2009,6,2,16,12.841429872951982,21.394
1,2009,6,2,16,1.8460794685434705,21.394
1,2009,6,2,16,0.2048414268349825,6.840000000000001
1,2009,6,2,16,2.754830847656117,21.394
1,2009,6,2,16,3.191302539605517,21.394
1,2009,6,2,16,1.5797355824146706,21.394
1,2009,6,2,16,0.2743683611233026,7.660000000000001
1,2009,6,2,16,0.6214484785405056,12.86
1,2009,6,2,16,1.752621944642891,21.394
1,2009,6,2,16,3.013788114965502,21.394
1,2009,6,2,16,0.9044791020443382,19.1
1,2009,6,2,16,2.110679870633034,21.394
1,2009,6,2,16,0.9288881944990409,16.46
1,2009,6,2,16,1.7674644603521272,21.394
1,2009,6,2,16,2.893126755961775,21.394
1,2009,6,2,16,0.0,51.387
1,2009,6,2,16,4.111702651526466,21.394
1,2009,6,2,16,1.2552075104940552,21.394
1,2009,6,2,16,0.14138326617267596,5.18
1,2009,6,2,16,1.8679070045457322,21.394
1,2009,6,2,16,2.2264365417846834,21.394
1,2009,6,2,16,3.0967038102789237,21.394
1,2009,6,2,16,3.778438713497208,21.394
1,2009,6,2,16,2.409391538265568,21.394
1,2009,6,2,16,2.028211374295862,21.394
1,2009,6,2,16,0.7567642512201481,15.66
1,2009,6,2,16,15.196045470106519,21.394
1,2009,6,2,16,2.8573569385596347,21.394
1,2009,6,2,16,9.960479091056861,21.394
1,2009,6,2,16,1.8402800711002052,21.394
1,2009,6,2,16,1.1294083220704334,21.394
1,2009,6,2,16,1.3482605503492324,21.394
1,2009,6,2,16,1.4071520327039766,21.394
1,2009,6,2,16,4.732241743465317,21.394
1,2009,6,2,16,1.1948427442220084,21.394
1,2009,6,2,16,9.333727145834771,21.394
1,2009,6,2,16,1.8090132833276826,21.394
1,2009,6,2,16,2.2789609851992334,21.394
1,2009,6,2,16,6.396507480813386,21.394
1,2009,6,2,16,3.3723154892162945,21.394
1,2009,6,2,16,1.999839468888022,21.394
1,2009,6,2,16,3.718212291978079,21.394
1,2009,6,2,16,1.0308609866388705,21.394
1,2009,6,2,16,0.9108621559379025,17.837
1,2009,6,2,16,0.8720477670273079,15.900000000000002
1,2009,6,2,16,0.2955278794937752,7.9799999999999995
1,2009,6,2,16,2.3463801025819744,21.394
1,2009,6,2,16,2.686100370864871,21.394
1,2009,6,2,16,8.22376888592061,21.394
1,2009,6,2,16,0.0014857704332817765,3.4200000000000004
1,2009,6,2,16,4.388894637987306,21.394
1,2009,6,2,16,0.7657961411347696,15.180000000000001
1,2009,6,2,16,2.0889120113090103,21.394
1,2009,6,2,16,8.755945959091619,21.394
1,2009,6,2,16,0.8541345575804269,16.380000000000003
1,2009,6,2,16,6.1764562713451,21.394
1,2009,6,2,16,7.447039923205414,21.394
1,2009,6,2,16,0.42948548506494294,11.140000000000002
1,2009,6,2,16,1.0639431740220975,21.394
1,2009,6,2,16,1.57304624737227,21.394
1,2009,6,2,16,1.0840611880643916,21.394
1,2009,6,2,16,3.7049703938571654,21.394
1,2009,6,2,16,3.687871059257415,21.394
1,2009,6,2,16,1.2170504433080007,21.394
1,2009,6,2,16,3.225749897033266,21.394
1,2009,6,2,16,2.361794591426192,21.394
1,2009,6,2,16,4.42721504634283,21.394
1,2009,6,2,16,3.9186885998989593,21.394
1,2009,6,2,16,1.539800079834019,21.394
1,2009,6,2,16,3.917504563607535,21.394
1,2009,6,2,16,0.9305347115825718,16.46
1,2009,6,2,16,0.6786291952238116,12.319999999999999
1,2009,6,2,16,0.6485252756946442,13.0
1,2009,6,2,16,1.9423979021698476,21.394
1,2009,6,2,16,1.2606714629708549,21.394
1,2009,6,2,16,1.4582511705758427,21.394
1,2009,6,2,16,1.6946323071809282,21.394
1,2009,6,2,16,1.1158315382377488,21.394
1,2009,6,2,16,1.6923822915487565,21.394
1,2009,6,2,16,1.8192493613639495,21.394
1,2009,6,2,16,2.37868236249838,21.394
1,2009,6,2,16,1.2280962399372277,21.394
1,2009,6,2,16,2.0047454421925375,21.394
1,2009,6,2,16,1.0447350798271227,21.394
1,2009,6,2,16,1.6638233390645254,21.394
1,2009,6,2,16,7.039544115038367,21.394
1,2009,6,2,16,1.3546820221850322,21.394
1,2009,6,2,16,2.0366512022048826,21.394
1,2009,6,2,16,3.337535907193624,21.394
1,2009,6,2,16,2.201841054442537,21.394
1,2009,6,2,16,1.8778906435515925,21.394
1,2009,6,2,16,3.064915521973077,21.394
1,2009,6,2,16,1.083130026437733,21.394
1,2009,6,2,16,5.912268127889731,21.394
1,2009,6,2,16,1.7240844362837127,21.394
1,2009,6,2,16,6.939056883545025,21.394
1,2009,6,2,16,2.3189107251181156,21.394
1,2013,6,2,11,0.5868234615398259,17.133
1,2014,9,4,10,0.5384649034746084,15.9
1,2014,9,4,10,1.6709344318253465,26.778999999999996
1,2014,9,4,10,9.403938812237257,26.778999999999996
1,2014,9,4,10,1.8696449024446247,26.778999999999996
1,2012,9,2,12,2.1493158310328906,23.497000000000003
1,2012,9,2,12,1.257126403152813,23.497000000000003
1,2009,3,6,4,7.864121847918646,19.177
1,2009,8,3,2,9.51508579386227,21.229999999999997
1,2009,5,5,20,3.5020857455557968,20.414
1,2009,5,5,20,2.714271588775887,20.414
1,2011,2,6,2,2.2321348961872407,18.546999999999997
1,2011,2,6,2,9.604276974780523,18.546999999999997
1,2011,6,4,12,1.0874774251739798,20.989
1,2011,6,4,12,4.201182447361309,20.989
1,2011,6,4,12,3.957351581538505,20.989
1,2011,6,4,12,1.2156161000905614,20.989
1,2011,6,4,12,0.0,36.913
1,2011,6,4,12,2.2379636341949336,20.989
1,2011,6,4,12,4.308222969116215,20.989
1,2011,6,4,12,0.7082507020535669,17.29
1,2011,6,4,12,1.1704866443741857,20.989
1,2011,6,4,12,0.9764961297496647,18.580000000000002
1,2011,6,4,12,0.0,36.913
1,2011,6,4,12,1.8040247684937174,20.989
1,2011,6,4,12,6.462100846723405,20.989
1,2011,6,4,12,0.6584765077037417,15.1
1,2011,6,4,12,0.4379443959781461,11.1
1,2011,6,4,12,0.4064174155702363,10.94
1,2011,6,4,12,1.780154273769478,20.989
1,2011,6,4,12,1.4972047156329056,20.989
1,2011,6,4,12,1.3489232458336344,20.989
1,2011,6,4,12,1.890979239408258,20.989
1,2011,6,4,12,3.6896717636187253,20.989
1,2011,6,4,12,0.0,36.913
1,2011,6,4,12,3.8948983544193423,20.989
1,2011,6,4,12,2.7959498614192078,20.989
1,2011,6,4,12,1.175718370259121,20.989
1,2011,6,4,12,1.9704139943592531,20.989
1,2011,6,4,12,1.3707838709531643,20.989
1,2011,6,4,12,1.6541222427353561,20.989
1,2011,6,4,12,1.2022134445883956,20.989
1,2011,6,4,12,2.843372833461417,20.989
1,2011,6,4,12,1.6515188922228352,20.989
1,2011,6,4,12,2.9058148888743824,20.989
1,2011,6,4,12,0.3609630901784317,10.38
1,2011,6,4,12,1.6177331195707407,20.989
1,2011,6,4,12,1.4623602949610504,20.989
1,2011,6,4,12,3.089943209953818,20.989
1,2011,6,4,12,0.9164175473751001,16.099999999999998
1,2011,6,4,12,0.942492732779395,14.539999999999997
1,2011,6,4,12,0.0,36.913
1,2011,6,4,12,2.4953114328928065,20.989
1,2011,6,4,12,2.382625960553063,20.989
1,2011,6,4,12,2.6447654296676077,20.989
1,2011,6,4,12,2.2293549003514013,20.989
1,2011,6,4,12,3.4889019096260676,20.989
1,2011,6,4,12,0.9270131084409701,16.22
1,2011,6,4,12,1.2119810867029466,20.989
1,2011,6,4,12,0.7091154166312453,17.020000000000003
1,2011,6,4,12,3.073274114714466,20.989
1,2011,6,4,12,2.4057482501579694,20.989
1,2011,6,4,12,1.476432744508101,20.989
1,2011,6,4,12,3.367434482832512,20.989
1,2011,6,4,12,2.246330963487797,20.989
1,2011,6,4,12,2.2346098812722586,20.989
1,2011,6,4,12,2.9491584613862054,20.989
1,2011,6,4,12,2.478998548123673,20.989
1,2011,6,4,12,3.393029750128109,20.989
1,2011,6,4,12,2.2465941198309265,20.989
1,2011,6,4,12,1.7799594421188059,20.989
1,2011,6,4,12,7.565537677415296,20.989
1,2011,6,4,12,1.7905889467005394,20.989
1,2011,6,4,12,2.2979325706498637,20.989
1,2011,6,4,12,8.04263290462655,20.989
1,2011,6,4,12,11.320665935624913,20.989
1,2011,6,4,12,1.239987532071489,20.989
1,2011,6,4,12,1.238388171445235,20.989
1,2011,6,4,12,5.103813628078039,20.989
1,2011,6,4,12,1.0294960180583368,20.989
1,2011,6,4,12,1.2122767207451342,20.989
1,2011,6,4,12,0.6795306138808639,13.74
1,2011,6,4,12,1.3243544665128832,20.989
1,2011,6,4,12,1.2597196203668939,20.989
1,2011,6,4,12,2.1354413505579446,20.989
1,2011,6,4,12,7.459422535612245,20.989
1,2011,6,4,12,3.769743245585516,20.989
1,2011,6,4,12,1.3820847507548004,20.989
1,2011,6,4,12,2.1006647891378636,20.989
1,2011,6,4,12,3.6107975869250266,20.989
1,2011,6,4,12,6.027580102418327,20.989
1,2011,6,4,12,0.0,36.913
1,2011,6,4,12,2.0330443778062897,20.989
1,2011,6,4,12,9.817013820372452,20.989
1,2011,6,4,12,2.1538680968224506,20.989
1,2011,6,4,12,2.885713763943784,20.989
1,2011,6,4,12,0.39208081214765655,11.459999999999999
1,2011,6,4,12,1.392060004544199,20.989
1,2011,6,4,12,0.0,36.913
1,2011,6,4,12,3.3768917525452253,20.989
1,2011,6,4,12,4.597377542486858,20.989
1,2011,6,4,12,2.657273772980109,20.989
1,2011,6,4,12,6.934811933221766,20.989
1,2011,6,4,12,4.623607062923531,20.989
1,2011,6,4,12,5.783316487764065,20.989
1,2011,6,4,12,1.6749796523464817,20.989
1,2011,6,4,12,9.989851553861849,20.989
1,2011,6,4,12,2.426654224909736,20.989
1,2011,6,4,12,0.9042544244920665,16.3
1,2011,6,4,12,10.7110875208638,20.989
1,2011,6,4,12,0.5203975930306451,11.62
1,2011,6,4,12,0.9021263292077424,16.3
1,2011,6,4,12,1.941645440935487,20.989
1,2011,6,4,12,0.7945560899189087,16.099999999999998
1,2011,6,4,12,19.656441496854494,20.989
1,2011,6,4,12,1.5433512728750285,20.989
1,2011,6,4,12,1.5187370867791519,20.989
1,2011,6,4,12,0.7458701693447541,16.18
1,2011,6,4,12,1.2644368701685278,20.989
1,2011,6,4,12,1.8504188562042172,20.989
1,2011,6,4,12,0.24802746969310038,6.460000000000001
1,2011,6,4,12,4.378148167125808,20.989
1,2011,6,4,12,3.8720351159291755,20.989
1,2011,6,4,12,0.9161036301734699,16.099999999999998
1,2011,6,4,12,0.9587816873793779,15.459999999999997
1,2011,6,4,12,0.009641503975949272,8.83
1,2011,6,4,12,2.5266998667364464,20.989
1,2011,6,4,12,2.6128540857595968,20.989
1,2011,6,4,12,0.9345574597817333,16.859999999999996
1,2011,6,4,12,1.8225362323205359,20.989
1,2011,6,4,12,19.98302704183973,20.989
1,2011,6,4,12,3.263730481640886,20.989
1,2011,6,4,12,1.7940134762139983,20.989
1,2011,6,4,12,1.761460274533812,20.989
1,2011,6,4,12,0.9956445670728186,19.075000000000003
1,2011,6,4,12,2.4480200485420167,20.989
1,2011,6,4,12,4.285270308111658,20.989
1,2011,6,4,12,4.5459912365583035,20.989
1,2014,6,6,7,0.5548756345820887,15.7
1,2014,6,6,7,2.173296018326348,22.253
1,2014,6,6,7,1.2394493621088443,22.253
1,2014,6,6,7,3.1267503792182927,22.253
1,2014,6,6,7,15.649965400158726,22.253
1,2014,6,6,7,7.110106409357238,22.253
1,2014,6,6,7,0.6247680957170045,14.7
1,2014,6,6,7,0.03471298528663908,4.49
1,2014,6,6,7,21.441230800354592,22.253
1,2014,6,6,7,2.9233049322549083,22.253
1,2014,6,6,7,1.6776373216680678,22.253
1,2014,6,6,7,3.192842520892077,22.253
1,2014,6,6,7,5.319345994453227,22.253
1,2014,6,6,7,21.030734973472136,22.253
1,2014,6,6,7,0.2254578908449455,6.9
1,2014,6,6,7,5.676962066133621,22.253
1,2014,6,6,7,1.8509877801780448,22.253
1,2014,6,6,7,5.329910769053526,22.253
1,2014,6,6,7,19.341715154695816,22.253
1,2014,6,6,7,4.90265484696218,22.253
1,2014,6,6,7,20.65386196517481,22.253
1,2014,6,6,7,6.247620094845809,22.253
1,2014,6,6,7,1.124515804333488,22.253
1,2014,6,6,7,4.187961614113035,22.253
1,2014,6,6,7,0.9912824820253218,22.153
1,2014,6,6,7,1.0332338921865978,22.253
1,2014,6,4,16,0.5315724886587656,15.65
1,2014,6,4,16,1.5356394384699243,24.366
1,2015,5,5,21,3.947164253951216,23.633
1,2015,5,5,21,4.876588214959193,23.633
1,2015,5,5,21,3.046196263394185,23.633
1,2015,5,5,21,1.563929024743787,23.633
1,2009,10,0,12,3.1161524757360417,21.333999999999996
